accession,target_type,pref_name,chembl_id,standard_value,standard_units,standard_type,pchembl_value,chembl_id_ligand,max_phase,standard_inchi,standard_inchi_key,hba,hbd,rtb,num_ro5_violations,aromatic_rings,heavy_atoms,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations,np_likeness_score,year,Activity_type,canonical_smiles (Canonical),ExactMW,QED
Q14432,SINGLE PROTEIN,Phosphodiesterase 3A,CHEMBL241,"0,11",nM,IC50,"9,96",CHEMBL338860,,"InChI=1S/C30H28N4O4/c1-19-16-29(36)32-33-30(19)20-12-14-23(15-13-20)31-27-10-5-11-28(35)26(27)18-22-6-2-3-9-25(22)21-7-4-8-24(17-21)34(37)38/h2-4,6-9,12-15,17,19,31H,5,10-11,16,18H2,1H3,(H,32,36)/t19-/m1/s1",ZLSHBSVYMZHXHG-LJQANCHMSA-N,6,2,7,2,3,38,8,2,2,"-0,57",2003,Active,C[C@@H]1CC(=O)NN=C1c1ccc(NC2=C(Cc3ccccc3-c3cccc([N+](=O)[O-])c3)C(=O)CCC2)cc1,"508,211055376","0,310032782355847"
Q14432,SINGLE PROTEIN,Phosphodiesterase 3A,CHEMBL241,"0,11",nM,IC50,"9,96",CHEMBL339210,,"InChI=1S/C28H27N3O2S/c1-18-15-27(33)30-31-28(18)19-9-11-22(12-10-19)29-25-7-4-8-26(32)24(25)16-20-5-2-3-6-23(20)21-13-14-34-17-21/h2-3,5-6,9-14,17-18,29H,4,7-8,15-16H2,1H3,(H,30,33)/t18-/m1/s1",CUIPNSQQJJVSFR-GOSISDBHSA-N,5,2,6,1,3,34,5,2,1,"-0,76",2003,Active,C[C@@H]1CC(=O)NN=C1c1ccc(NC2=C(Cc3ccccc3-c3ccsc3)C(=O)CCC2)cc1,"469,182398104","0,469548954789979"
Q14432,SINGLE PROTEIN,Phosphodiesterase 3A,CHEMBL241,"0,27",nM,IC50,"9,57",CHEMBL2337969,,"InChI=1S/C29H34N6O4/c1-4-21-18-25-23(11-14-28(38-3)35(25)32-21)24-12-13-27(37)34(33-24)15-5-6-16-39-22-9-7-20(8-10-22)29-19(2)17-26(36)30-31-29/h7-11,14,18-19H,4-6,12-13,15-17H2,1-3H3,(H,30,36)",JEWKSLKJSOPLPJ-UHFFFAOYSA-N,8,1,10,1,3,39,10,1,1,"-0,76",2013,Active,CCc1cc2c(C3=NN(CCCCOc4ccc(C5=NNC(=O)CC5C)cc4)C(=O)CC3)ccc(OC)n2n1,"530,264153568","0,39932892374877"
Q14432,SINGLE PROTEIN,Phosphodiesterase 3A,CHEMBL241,"0,33",nM,IC50,"9,48",CHEMBL131355,,"InChI=1S/C24H24IN3O2/c1-15-12-23(30)27-28-24(15)17-8-10-19(11-9-17)26-21-6-3-7-22(29)20(21)14-16-4-2-5-18(25)13-16/h2,4-5,8-11,13,15,26H,3,6-7,12,14H2,1H3,(H,27,30)",QNURTFDBHAQRSI-UHFFFAOYSA-N,4,2,5,1,2,30,5,2,1,"-0,57",2003,Active,CC1CC(=O)NN=C1c1ccc(NC2=C(Cc3cccc(I)c3)C(=O)CCC2)cc1,"513,091325008","0,564196532080889"
Q14432,SINGLE PROTEIN,Phosphodiesterase 3A,CHEMBL241,"0,39",nM,IC50,"9,41",CHEMBL131111,,"InChI=1S/C25H27N3O3/c1-16-14-24(30)27-28-25(16)17-10-12-19(13-11-17)26-21-7-5-8-22(29)20(21)15-18-6-3-4-9-23(18)31-2/h3-4,6,9-13,16,26H,5,7-8,14-15H2,1-2H3,(H,27,30)",COEVDPWUZRPZIC-UHFFFAOYSA-N,5,2,6,0,2,31,6,2,0,"-0,39",2003,Active,COc1ccccc1CC1=C(Nc2ccc(C3=NNC(=O)CC3C)cc2)CCCC1=O,"417,205241724","0,737656961861296"
Q14432,SINGLE PROTEIN,Phosphodiesterase 3A,CHEMBL241,"0,83",nM,IC50,"9,08",CHEMBL338381,,"InChI=1S/C25H24F3N3O2/c1-15-13-23(33)30-31-24(15)16-9-11-18(12-10-16)29-21-7-4-8-22(32)19(21)14-17-5-2-3-6-20(17)25(26,27)28/h2-3,5-6,9-12,15,29H,4,7-8,13-14H2,1H3,(H,30,33)",UXDGDQYUYBHVLZ-UHFFFAOYSA-N,4,2,5,1,2,33,5,2,1,"-0,61",2003,Active,CC1CC(=O)NN=C1c1ccc(NC2=C(Cc3ccccc3C(F)(F)F)C(=O)CCC2)cc1,"455,182061668","0,648938911895726"
Q14432,SINGLE PROTEIN,Phosphodiesterase 3A,CHEMBL241,"0,94",nM,IC50,"9,03",CHEMBL128621,,"InChI=1S/C24H24BrN3O2/c1-15-12-23(30)27-28-24(15)17-8-10-19(11-9-17)26-21-6-3-7-22(29)20(21)14-16-4-2-5-18(25)13-16/h2,4-5,8-11,13,15,26H,3,6-7,12,14H2,1H3,(H,27,30)",WBENKWAUWAAIPF-UHFFFAOYSA-N,4,2,5,0,2,30,5,2,0,"-0,49",2003,Active,CC1CC(=O)NN=C1c1ccc(NC2=C(Cc3cccc(Br)c3)C(=O)CCC2)cc1,"465,105189108","0,653897693290047"
Q14432,SINGLE PROTEIN,Phosphodiesterase 3A,CHEMBL241,"1,2",nM,IC50,"8,92",CHEMBL128391,,"InChI=1S/C24H24FN3O2/c1-15-12-23(30)27-28-24(15)17-10-11-21(19(25)14-17)26-20-8-5-9-22(29)18(20)13-16-6-3-2-4-7-16/h2-4,6-7,10-11,14-15,29H,5,8-9,12-13H2,1H3,(H,27,30)/b26-20+",KYGMBEKRCPJOJE-LHLOQNFPSA-N,4,2,4,0,2,30,5,2,0,"-0,48",2003,Active,CC1CC(=O)NN=C1c1ccc(/N=C2\CCCC(O)=C2Cc2ccccc2)c(F)c1,"405,185255228","0,751420196437596"
Q14432,SINGLE PROTEIN,Phosphodiesterase 3A,CHEMBL241,"1,2",nM,IC50,"8,92",CHEMBL2337953,,"InChI=1S/C30H36N6O4/c1-5-22-18-25-24(12-13-28(39-4)36(25)33-22)30-20(3)17-27(38)35(34-30)14-6-7-15-40-23-10-8-21(9-11-23)29-19(2)16-26(37)31-32-29/h8-13,18-20H,5-7,14-17H2,1-4H3,(H,31,37)",JUGHBYPYWUSVFU-UHFFFAOYSA-N,8,1,10,1,3,40,10,1,1,"-0,6",2013,Active,CCc1cc2c(C3=NN(CCCCOc4ccc(C5=NNC(=O)CC5C)cc4)C(=O)CC3C)ccc(OC)n2n1,"544,279803632","0,384953325404099"
Q14432,SINGLE PROTEIN,Phosphodiesterase 3A,CHEMBL241,"1,3",nM,IC50,"8,89",CHEMBL128456,,"InChI=1S/C24H25N3O2/c1-16-14-23(29)26-27-24(16)18-10-12-19(13-11-18)25-21-8-5-9-22(28)20(21)15-17-6-3-2-4-7-17/h2-4,6-7,10-13,16,25H,5,8-9,14-15H2,1H3,(H,26,29)/t16-/m1/s1",XQZBNVDKOIEJHQ-MRXNPFEDSA-N,4,2,5,0,2,29,5,2,0,"-0,31",2003,Active,C[C@@H]1CC(=O)NN=C1c1ccc(NC2=C(Cc3ccccc3)C(=O)CCC2)cc1,"387,19467704","0,807394589165379"
Q14432,SINGLE PROTEIN,Phosphodiesterase 3A,CHEMBL241,"1,6",nM,IC50,"8,8",CHEMBL130026,,"InChI=1S/C24H23F2N3O2/c1-14-10-23(31)28-29-24(14)16-12-19(26)21(13-18(16)25)27-20-8-5-9-22(30)17(20)11-15-6-3-2-4-7-15/h2-4,6-7,12-14,27H,5,8-11H2,1H3,(H,28,31)",MAJJZDBTIUDMIM-UHFFFAOYSA-N,4,2,5,0,2,31,5,2,0,"-0,47",2003,Active,CC1CC(=O)NN=C1c1cc(F)c(NC2=C(Cc3ccccc3)C(=O)CCC2)cc1F,"423,175833416","0,744694580710647"
Q14432,SINGLE PROTEIN,Phosphodiesterase 3A,CHEMBL241,"1,6",nM,IC50,"8,8",CHEMBL338179,,"InChI=1S/C24H24FN3O2/c1-15-12-23(30)27-28-24(15)18-11-10-17(14-20(18)25)26-21-8-5-9-22(29)19(21)13-16-6-3-2-4-7-16/h2-4,6-7,10-11,14-15,26H,5,8-9,12-13H2,1H3,(H,27,30)",IDOOJIHMUUBRGH-UHFFFAOYSA-N,4,2,5,0,2,30,5,2,0,"-0,55",2003,Active,CC1CC(=O)NN=C1c1ccc(NC2=C(Cc3ccccc3)C(=O)CCC2)cc1F,"405,185255228","0,77708681855429"
Q14432,SINGLE PROTEIN,Phosphodiesterase 3A,CHEMBL241,"1,7",nM,IC50,"8,77",CHEMBL2337971,,"InChI=1S/C30H36N6O4/c1-6-21-18-24-23(13-14-26(39-5)36(24)33-21)28-30(3,4)29(38)35(34-28)15-7-8-16-40-22-11-9-20(10-12-22)27-19(2)17-25(37)31-32-27/h9-14,18-19H,6-8,15-17H2,1-5H3,(H,31,37)",XKYJODLCFCLXAR-UHFFFAOYSA-N,8,1,10,1,3,40,10,1,1,"-0,53",2013,Active,CCc1cc2c(C3=NN(CCCCOc4ccc(C5=NNC(=O)CC5C)cc4)C(=O)C3(C)C)ccc(OC)n2n1,"544,279803632","0,384953325404099"
